linker_smiles,count
O=C([O-])c1cc(OCOc2cc(C(=O)[O-])cc(C(=O)O)c2)cc(C(=O)[O-])c1,3
O=C([O-])c1ccc(N=Nc2ccc(C(=O)[O-])cc2)cc1,3
[O]S([O])([O])c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(S([O])([O])[O])c1,3
c1cn(-c2cncc(-n3ccnc3)c2)cn1,3
CCSC1=NN=N[N]1,3
[O]C1=C2[CH]C=CC=C2NC(C(=O)[O-])=C1,3
[O]C1=C2C=CC=C[C]2NC(C(=O)[O-])=C1,3
O=C([O-])c1cc(=O)c2ccccc2[nH]1,3
O=C([O-])CN1[CH]N(c2ccc(C(=O)[O-])cc2)C=C1,3
[O]C1=C[C](C(=O)[O-])OC(C(=O)[O-])=C1,3
CC(NC(=O)C1=C[N]N=C1)C(=O)[O-],3
O=C([O-])c1cc(C(=O)[O-])cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)C4=O)c1,3
[O]P([O])(=O)CN(CC(=O)[O-])CC(=O)[O-],3
[CH]1C=NC([C](C2=CC=C[N]2)c2ccc(-n3ccnc3)cc2)=C1,3
O=C([O-])C=C(O)C(=O)[O-],3
COC(C(=O)[O-])=C(OC)C(=O)[O-],3
CCC(=CC(=O)[O-])C(=O)[O-],3
CCc1cc2cc(C(=O)[O-])c(CC)cc2cc1C(=O)[O-],3
CCOC(C(=O)[O-])=C(OCC)C(=O)[O-],3
CCCOC(C=CC(=O)[O-])=CC(=O)[O-],3
O=CC(C=CC(=O)[O-])=CC(=O)[O-],3
O=C([O-])C=C(O)C=C(O)C(=O)[O-],3
O=C([O-])C=CC=C(O)C(=O)[O-],3
O=C([O-])C=C(F)C(F)=CC(=O)[O-],3
CCOC(C#CC(=O)[O-])=CC#CC(=O)[O-],3
O=C([O-])c1ccc(C(=O)[O-])c2c(Cl)cccc12,3
O=C([O-])c1ccc(C(=O)[O-])c2c(I)cccc12,3
COc1cc(C(=O)[O-])ccc1C(=O)[O-],3
N#CC12C3C4C5(C#N)C(C1C35C(=O)[O-])C42C(=O)[O-],3
O=CC12C3C4(C#CC(=O)[O-])C1(C=O)C1C2(C#CC(=O)[O-])C3(C=O)C14C=O,3
O=CC12C3C4C5(C=O)C(C1C35C(=O)[O-])C42C(=O)[O-],3
CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2,3
O=C([O-])c1ccc(C(=O)[O-])c2c1CC2I,3
Nc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2N,3
NC12C3C4C5C(C1C53C(=O)[O-])C42C(=O)[O-],3
O=Cc1cc([N][N]c2ccc(C(=O)[O-])c(C=O)c2)ccc1C(=O)[O-],3
N=N,3
O=C([O-])C(=C(C(=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3
O=C([O-])c1cc2cc([N+](=O)[O-])c3cc(C(=O)[O-])cc4cc([N+](=O)[O-])c(c1)c2c43,3
O=C([O-])C=CC(Cl)=CC(=O)[O-],3
O=C([O-])C=CC(=CC(=O)[O-])[N+](=O)[O-],3
O=C([O-])C=C(I)C=C(I)C(=O)[O-],3
CCCON=CC=NOCCC,3
CC1CC2(C(=O)[O-])CCC1(C(=O)[O-])CC2,3
Cc1cccc2c(C(=O)[O-])ccc(C(=O)[O-])c12,3
[O]S([O])(O)c1c(C(=O)O)c(C(=O)[O-])c2ccc(C(=O)O)c(C(=O)O)c2c1C(=O)[O-],3
CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,3
c1cnc2ccc3ccncc3c2c1,3
O=C([O-])C12CCC(C(=O)[O-])(CC1)C(Cl)C2,3
CNc1cc(C(=O)[O-])c(NC)cc1C(=O)[O-],3
Nc1nc(N)c(N)nc1N,3
CCc1cc(C(=O)[O-])ccc1C(=O)[O-],3
CNc1cc2cc(C(=O)[O-])cc3c(NC)cc4cc(C(=O)[O-])cc1c4c23,3
Fc1nc(F)c(F)nc1F,3
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1)C(I)C2,3
CNC1(NC)CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,3
O=C([O-])C12C3C4C1C1([N+](=O)[O-])C2C3C41C(=O)[O-],3
N#CC12C3C4C1C1C2C3C41C#N,3
CCCOc1cc(C(=O)[O-])cc(OCCC)c1-c1c(OCCC)cc(C(=O)[O-])cc1OCCC,3
O=Cc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1C=O,3
[O]S([O])(O)C12C3C4(C#CC(=O)[O-])C1(S([O])([O])O)C1C2(C#CC(=O)[O-])C3(S([O])([O])O)C14S([O])([O])O,3
CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2,3
N#CC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21,3
CCC1Cc2nccnc21,3
O=C([O-])C#Cc1cc(F)c(C#CC(=O)[O-])cc1F,3
CCCOc1cc(C#CC(=O)[O-])c(OCCC)cc1C#CC(=O)[O-],3
N#Cc1c(-c2ccccc2)c(-c2ccccc2)c(C#N)c(-c2ccccc2)c1-c1ccccc1,3
CCOc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],3
N#Cc1cc(Br)c(C#N)cc1Br,3
O=C([O-])C#Cc1cc(Br)c(C#CC(=O)[O-])cc1Br,3
Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C#Cc1c(N)c(N)c(C(=O)[O-])c(N)c1N,3
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,3
O=C([O-])c1ccc(N=Nc2ccc(C(=O)[O-])cc2O)c(O)c1,3
NC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-],3
COc1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4ccc1c2c34,3
CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2CC,3
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1)C(Cl)C2,3
CCOc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],3
COc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],3
O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(F)c1,3
O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(Cl)c1,3
CNc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],3
CCCC12C3C4C1(C#CC(=O)[O-])C1C2C3(C#CC(=O)[O-])C41CCC,3
Cc1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4ccc1c2c34,3
[CH]1N=NC=C1C12CCC([C]3C=NN=C3)(CC1)CC2,3
[CH]1N=NC=C1C=C[C]1C=NN=C1,3
C1=NN=C[C]1C12C3C4C1C1C2C3C41[C]1C=NN=C1,3
[CH]1N=NC=C1C=CC=CC1=C[N]N=C1,3
[CH]([CH]C1=C[N]N=C1)C=C[C]1C=NN=C1,3
C(=Cc1ccc(C2=C[N]N=C2)cc1)c1ccc([C]2C=NN=C2)cc1,3
[CH]1N=NC=C1c1ccc(-c2ccc([C]3C=NN=C3)cc2)cc1,3
C1=N[N]C=C1c1ccc(C2=C[N]N=C2)c2c1CC2,3
C1=N[N]C=C1c1ccc([C]2C=NN=C2)c2c1CC2,3
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2Br)c(Br)c1,3
O=C([O-])[C]1N=CC=NC1=O,3
CCOc1ccc2cc(P([O])(=O)O)ccc2c1-c1c(OCC)ccc2cc(P([O])(=O)O)ccc12,3
Nc1cc2c(C(=O)[O-])c(N)c(N)c(C(=O)[O-])c2cc1N,3
Nc1cc2c(C(=O)[O-])ccc(C(=O)[O-])c2cc1N,3
O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c(F)c2)cc1F,3
O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c(Br)c2)cc1Br,3
O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c([N+](=O)[O-])c2)cc1[N+](=O)[O-],3
O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c(O)c2)cc1O,3
CC(=C(C)c1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,3
Cc1c(C)c(C(=O)[O-])c(C)c(C)c1N=Nc1c(C)c(C)c(C(=O)[O-])c(C)c1C,3
O=C([O-])c1ccc([N][N]c2cc(Cl)c(C(=O)[O-])c(Cl)c2)c(Cl)c1Cl,3
O=C([O-])c1c(Cl)c(Cl)c(C#Cc2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1Cl,3
O=C(O)c1cc(C#Cc2cc(C(=O)O)c(C(=O)[O-])c(C(=O)O)c2)cc(C(=O)O)c1C(=O)[O-],3
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c([N+](=O)[O-])c2)cc1[N+](=O)[O-],3
Cc1cc(C#Cc2cc(C)c(C(=O)[O-])c(C)c2)cc(C)c1C(=O)[O-],3
CC(=C(C)c1ccncc1)c1ccncc1,3
O=[N+]([O-])c1cnccc1C#Cc1ccncc1[N+](=O)[O-],3
Oc1cncc(O)c1C#Cc1c(O)cncc1O,3
O=C([O-])c1cc2c(Cl)c(Cl)c3cc(C(=O)[O-])cc4c(Cl)c(Cl)c(c1)c2c34,3
O=C([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])c(C(=O)[O-])cc([N+](=O)[O-])c2c1[N+](=O)[O-],3
O=C([O-])c1cc(Cl)c2c(Cl)c(C(=O)[O-])cc(Cl)c2c1Cl,3
O=C([O-])c1cc(Cl)c2cc(C(=O)[O-])cc(Cl)c2c1,3
O=C([O-])c1cc(O)c2c(O)c(C(=O)[O-])cc(O)c2c1O,3
O=C([O-])c1c(O)c(O)c2c(O)c(C(=O)[O-])c(O)c(O)c2c1O,3
Nc1nc(N)c(N)c(C=Cc2c(N)c(N)nc(N)c2N)c1N,3
Nc1cc(C=Cc2ccnc(N)c2N)cc(N)n1,3
Fc1cc(C=Cc2ccnc(F)c2)ccn1,3
Brc1cc([N][N]c2ccnc(Br)c2Br)cc(Br)n1,3
Clc1cc([N][N]c2ccnc(Cl)c2Cl)cc(Cl)n1,3
Nc1cc([N][N]c2ccnc(N)c2)ccn1,3
Fc1cnccn1,3
O=C(O)c1cnccc1C#Cc1ccncc1C(=O)O,3
Nc1nc2c(nc1N)CC2,3
O=C([O-])c1cc(C(=O)[O-])cc(-c2cc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)c3ccc4c(-c5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc(-c5cc(C(=O)[O-])cc(C(=O)[O-])c5)c5ccc2c3c54)c1,3
C(C=CN(C=CC=CC1=C[N]N=C1)C=CC=CC1=C[N]N=C1)=C[C]1C=NN=C1,3
C(C=Cc1cc(C=CC=C[C]2C=NN=C2)cc(C=CC=CC2=C[N]N=C2)c1)=C[C]1C=NN=C1,3
COc1c(-c2ccncc2)cc(C)c(C)c1-c1c(C)c(C)cc(-c2ccncc2)c1OC,2
[CH]1N=C[N]N1Cc1nc2ccccc2[nH]1,2
[CH]1N=NC=C1C1=CN=N[CH]1,2
O=C(O)c1c[nH]c(=O)[nH]c1=O,2
O=C([O-])c1nc(-c2cc[n+]([O-])cc2)[nH]c1C(=O)[O-],2
O=C[C](C=O)c1ccncc1,2
O=C([O-])c1cc(NCc2ccccn2)cc(C(=O)[O-])c1,2
O=C(O)c1cc(Oc2cccc(C(=O)[O-])c2C(=O)[O-])cc(C(=O)O)c1,2
O=C([O-])c1cccc(Cl)c1,2
[O]S([O])([O])CCCCS([O])([O])[O],2
Cc1cc(C(=O)[O-])cnc1C(=O)[O-],2
CS(=O)(=O)C[C]1([Fe])C=CC=C1,2
O=C([O-])COc1ccc(C(=O)[O-])c(OCC(=O)[O-])c1,2
S=C1[N]c2ccccc2N1,2
O=[N+]([O-])[N]c1nnnn1CCCl,2
c1cc(-c2ccc(-c3ccncc3)c3nsnc23)ccn1,2
c1nc[nH]n1,2
O=C(O)c1cc(C(=O)[O-])c(C(=O)[O-])c(C(=O)O)c1,2
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c1,2
Cc1cccc(C)[n+]1[O-],2
c1ccc(C2=NN=N[N]2)nc1,2
c1cnc(C2=N[N]N=N2)cn1,2
[O]P([O])(=O)CCCCS([O])([O])[O],2
CC(Oc1ccc(Oc2ccc(C(=O)[O-])cc2Cl)cc1)C(=O)[O-],2
[O-][n+]1cccc(C2=NN=N[N]2)c1,2
[O]c1ccc([CH][N]NC(=O)c2cccnc2)c2cccnc12,2
O=C([O-])c1ccccc1-c1cc(-c2ccncc2)nc(-c2ccncc2)c1,2
O=C([O-])c1cc(SSc2ccc([N+](=O)[O-])c(C(=O)[O-])c2)ccc1[N+](=O)[O-],2
O=C([O-])c1ccc(-c2ccc(-c3ccc(-c4cc(C(=O)[O-])cc(C(=O)[O-])c4)cc3)cc2)cc1,2
c1ccc(CNc2ccccn2)nc1,2
[O]S([O])([O])c1c(Cl)c(Cl)c(S([O])([O])[O])c(Cl)c1Cl,2
O=C([O-])c1ccccc1F,2
[O]S([O])([O])c1cc(C(=O)O)cc(C(=O)O)c1,2
O=C([O-])c1nc(-c2cccc(Cl)c2)[nH]c1C(=O)[O-],2
CC1=NC(C)=N[N]1,2
Cc1cnccc1-c1ccncc1C,2
S=C1[N]N=NN1c1ccccc1,2
O=C1[C]([N+](=O)[O-])C=C([N+](=O)[O-])C(=O)[C]1[N+](=O)[O-],2
OCc1cccnc1,2
O=C1Nc2cc(cc(-c3ccncc3)c2)C(=O)N2CCCC2C(=O)Nc2cc(cc(-c3ccncc3)c2)C(=O)N2CCCC12,2
CCOP([O])(=O)c1ccc(-c2cc(-c3ccc(P([O])(=O)O)cc3)cc(-c3ccc(P([O])(=O)OCC)cc3)c2)cc1,2
CCC1=NN=N[N]1,2
[O]S([O])([O])C(S([O])([O])[O])S([O])([O])[O],2
c1ncn(-c2ccc(C3=NN=N[N]3)cc2)n1,2
O=C(O)C=CC(=O)O,2
c1ccc(-c2nncn2-c2ccccn2)nc1,2
[O]S([O])([O])c1ccccn1,2
Nc1cc([N+](=O)[O-])ccc1C(=O)[O-],2
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)[O-],2
[O]C1=C[C](C(=O)[O-])NC(C(=O)[O-])=C1,2
O=C(O)CCCCC1SCC2NC(=O)NC21,2
Nc1nonc1C1=NN=N[N]1,2
O=C([O-])CCl,2
c1ccc2nc(C3=NN=N[N]3)ccc2c1,2
O=C([O-])c1ccc(O)cc1,2
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])nc2)cc1,2
[CH2]CC#N,2
O=C(NCc1c(F)c(F)c(CNC(=O)c2ccncc2)c(F)c1F)c1ccncc1,2
O=C([O-])c1ccc(C(=O)O)cc1,2
O=C([O-])C1=CC([N+](=O)[O-])=C[C]([N+](=O)[O-])C1=O,2
Cc1c(C)c(Cn2cncn2)c(C)c(C)c1Cn1cncn1,2
CCC(=O)NC1=NN=N[N]1,2
[O]S([O])([O])c1ccc(-n2cnnc2)cc1,2
O=C([O-])c1cncc(OCc2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1,2
O=C([O-])COc1ccc(OCC(=O)[O-])c([N+](=O)[O-])c1,2
[O]Cc1ccccn1,2
CC(=NN=C(C)c1ccccn1)c1ccccn1,2
COc1cc(COc2ccccc2C(=O)NCc2ccccn2)c(OC)cc1COc1ccccc1C(=O)NCc1ccccn1,2
O=C([O-])COc1cc(I)cc(OCC(=O)[O-])c1,2
[O]N=O,2
N#C[C](C#N)c1cc(Br)c([C](C#N)C#N)cc1Br,2
N#C[C](C#N)c1cc(Cl)c([C](C#N)C#N)cc1Cl,2
O=C([O-])c1ccccc1C1=NN=N[N]1,2
C(#Cc1ccc(C#Cc2ccncc2)cc1)c1ccncc1,2
O=C([O-])c1cc(C(=O)[O-])nc(-c2cc(C(=O)O)cc(C(=O)[O-])n2)c1,2
C[Si](C)(c1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,2
NCCOCCOCCN,2
NC1=N[N]C(=S)S1,2
O=C([O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2
C[Si](c1cnc2ccccc2c1)(c1cnc2ccccc2c1)c1cnc2ccccc2c1,2
NC(=O)CC(N)=O,2
CC(C)(C)N(CC(=O)[O-])CC(=O)[O-],2
O=C([O-])CNC(=O)c1cc(C(=O)NCC(=O)[O-])cc(C(=O)NCC(=O)[O-])c1,2
CC(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,2
[O]C1=C(O)C(=O)OC1C(O)CO,2
Nc1ccc(C(=O)N[O])cc1,2
[O][N]N([O])C(N([O])[N][O])N([O])[N][O],2
C1=NN=C[C]1c1ccncc1,2
O=C([CH]C(=O)c1cccnc1)c1cccnc1,2
OCC(O)C(O)C(O)C(O)CO,2
[CH]1N=C[N]N1Cc1ccc(C2=NN=N[N]2)cc1,2
C1CSCCO1,2
O=C(O)c1nc[nH]c1C(=O)[O-],2
O=C(O)c1ccc(C(=O)[O-])c(N2[CH]N=C[N]2)c1,2
O=C(c1ccccc1)N(Cc1cccnc1)C1CCCCC1N(Cc1cccnc1)C(=O)c1ccccc1,2
O=C(NCc1ccncc1)C(=O)NCc1ccncc1,2
[O]S([O])([O])c1cccc(-c2nnc(-c3ccccn3)nc2-c2cccc(S([O])([O])[O])c2)c1,2
[O]c1c(C(=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2
Nc1nc(-c2ccncc2)cc(-c2ccccn2)n1,2
O=C([O-])c1ccc(OCc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,2
CC(=O)NC(CCC(=O)[O-])C(=O)[O-],2
O=C(Nn1cnnc1)C1CCC(C(=O)Nn2cnnc2)CC1,2
O=C([O-])c1ccc2cccccc1-2,2
O=[N+]([O-])[N]c1nonc1-c1nonc1[N][N+](=O)[O-],2
[c]1ccncc1,2
c1cc(SCc2cscc2CSc2ccncc2)ccn1,2
c1cncc(NCc2ccc(CNc3cccnc3)cc2)c1,2
C(C#Cc1ccccn1)#Cc1ccccn1,2
[O].[O][Te][O],2
O=C([O-])c1cccc(C(=O)[O-])c1-c1c(C(=O)[O-])cccc1C(=O)[O-],2
COc1ccc(C(=O)[O-])cc1OC,2
O=C([O-])CN1[CH]N(CC(=O)[O-])c2ccccc21,2
O=C([O-])CN1[CH]C=C(C2=C[CH]N(CC(=O)[O-])C=C2)C=C1,2
COc1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)cc1,2
O=C([O-])C1=C[CH]N(Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)C=C1,2
O=C([O-])c1cccnc1SCc1ccc(CSc2ncccc2C(=O)[O-])cc1,2
C(=Cc1ccccn1)c1ccncc1,2
O=C([O-])[C]1N=CN=C1C(=O)O,2
c1ncn(-c2ccc(-c3ccc(-n4cncn4)cc3)cc2)n1,2
c1cncc(Cn2nnc3ccccc32)c1,2
[O]P([O])(=O)c1ccncc1,2
O=C([O-])CC(CC(=O)[O-])C(=O)[O-],2
c1ccc2c(c1)ncn2CCCCCn1cnc2ccccc21,2
O=C([O-])c1cccc(Oc2ccccc2C(=O)[O-])c1,2
O=C([O-])c1cncs1,2
CCCP([O])([O])=O,2
CSCCC(N)C(=O)[O-],2
CSCC(N)C(=O)[O-],2
Cc1nc(C(=O)[O-])c(C)nc1C(=O)[O-],2
O=C([N]N=Cc1ccccn1)c1ccncc1,2
O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1,2
c1ccc2c(c1)nnn2Cn1c(-c2ccncc2)nc2ccccc21,2
CCO[P]([S])([S])OCC,2
COC(=O)[C]1C(C(=O)OC)=C(C(=O)OC)C(C(=O)OC)=C1C(=O)OC,2
O=Cc1ccccc1C(=O)[O-],2
[CH2][CH]Cn1ccnc1,2
O=C([O-])c1cc([C]2[O][Zn](<-[OH2])(<-[OH2])(<-[OH2])(<-[OH2])[O]2)cc(C(=O)[O-])c1,2
O=C([O-])c1cc(-n2ccc(=O)cc2)ccc1C(=O)O,2
Nc1nc[nH]n1,2
O=C([O-])c1cccc(-c2cncc(C(=O)[O-])c2)c1,2
Nn1c(SCc2cccnc2)nnc1-c1ccc2ncccc2c1,2
O=C([O-])c1cccc(I)c1,2
S=C1[N]NC(=S)S1,2
CC(=O)N(C)C,2
O=C([O-])c1ccc(C(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,2
c1cnc2c(c1)c1nc[nH]c1c1cccnc12,2
N#Cc1cnccn1,2
C1CSCS1,2
CC(O)C(=O)[O-],2
NN1N=N[N]C1=O,2
[O].[O].[O][Se][O],2
O=C([O-])c1cc(C(=O)[O-])cc(-c2cc(C(=O)[O-])ccc2C(=O)[O-])c1,2
O=C1N=C[C]([N+](=O)[O-])C=C1[N+](=O)[O-],2
O=C1[C]([N+](=O)[O-])C=NC=C1[N+](=O)[O-],2
O=C1C([N+](=O)[O-])=C[N+]([O-])C=C1[N+](=O)[O-],2
[CH]1C=C(c2ccncc2)C=CN1CCN1[CH]C=C(c2ccncc2)C=C1,2
O=S(=O)(Cc1ccccn1)c1ccccn1,2
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2C(=O)[O-])nc1,2
O=C([O-])c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)[O-])c2)cc1,2
c1nc2cc3[nH]cnc3cc2[nH]1,2
COc1ccccc1C(=O)[O-],2
N#Cc1ccc([O])cc1,2
O=C([O-])c1cc(CSc2nc3ccccc3[nH]2)cc(C(=O)[O-])c1,2
C[C]1N=NC(C)=C1CC1=C(C)N=N[C]1C,2
O=C([O-])c1ccc(N(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)O)cc2)cc1,2
c1cc(-c2ccnc(SSc3nccc(-c4ccncc4)n3)n2)ccn1,2
Cc1ccccc1C(=O)[O-],2
O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,2
O=[N+]([O-])[C]1C=NC([N+](=O)[O-])=N1,2
Cc1c(C)c(CN2[CH]N=C[N]2)c(C)c(C)c1CN1[CH]N=C[N]1,2
c1cn(CCCCCn2ccnc2)cn1,2
O=C([O-])CCC1=NN=N[N]1,2
O=C1[CH]C(C(=O)[O-])=CC(=O)N1,2
CC(=O)[CH]C(=O)c1ccc(-c2ccncc2)cc1,2
C=CCn1nnc2ccccc21,2
c1cc(CCCCc2ccncc2)ccn1,2
c1nncn1CCCCn1cnnc1,2
C=C(C)C(=O)[O-],2
CN(CC(=O)[O-])CC(=O)[O-],2
c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1,2
CC[O],2
Nc1ccc(-c2ccc(N)cc2)cc1,2
O=C([O-])[C]1C=CC=NC1=S,2
Nc1cccc(N)c1,2
C1=NC=N[C]1c1ccc([C]2C=NC=N2)cc1,2
c1cc(C2=N[N]C(c3cnccn3)=N2)ccn1,2
NCc1ccc(CN)cc1,2
O=C(NCCNC(=O)Nc1ccncc1)Nc1ccncc1,2
O=C([O-])CC1(CC(=O)[O-])CCCC1,2
[O]S([O])([O])c1ccccc1,2
O=C([O-])c1ccc(-c2ccc(C(=O)O)cn2)nc1,2
O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)cc(-c3cc(-c4ccc(C(=O)[O-])cc4)cc(-c4ccc(C(=O)[O-])cc4)c3)c2)cc1,2
NC(=O)c1ccncc1,2
O=C([O-])c1cc(C(=O)O)cc(C(=O)O)c1,2
O=C([O-])c1cc(C(=O)[O-])cc(N2Cc3ccccc3C2=O)c1,2
CSC1=NN=C(N)[N]1,2
O=C([O-])c1cc(C(=O)[O-])cc(-c2ccccc2)c1,2
C[C]1N=NC(C)=C1Cc1ccc(C(=O)[O-])cc1,2
O=C(CCCCC(=O)Nc1ccncc1)Nc1ccncc1,2
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,2
O=C([S])c1ccccc1,2
C(#CC12c3ccccc3C(C#Cc3ccncc3)(c3ccccc31)c1ccccc12)c1ccncc1,2
c1cc(-n2cnnc2)ccn1,2
Cc1c(C(=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2
Nc1cc(C(=O)[O-])ccc1Oc1cc(C(=O)[O-])cc(C(=O)[O-])c1,2
O=C([O-])c1cc(C(=O)[O-])cc(-n2cnnn2)c1,2
[O]P(=O)(CCC(=O)O)c1ccccc1,2
O=C([O-])c1c(Br)c(C(=O)[O-])c(C(=O)[O-])c(Br)c1C(=O)[O-],2
CC(=O)C(=C(C)[O])c1ccncc1,2
C[C]([O])C(=C(C)[O])c1ccncc1,2
CC(=O)[C](C(C)=O)c1ccncc1,2
O=C([O-])c1ccc(COc2cc(C(=O)[O-])cc(C(=O)O)c2)cc1,2
O=C([O-])c1cccc(S(=O)(=O)c2cccc(C(=O)[O-])c2C(=O)[O-])c1C(=O)[O-],2
O=C([O-])c1cc(C#CC#Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1,2
[O]P([O])(=O)CC1=CC=C[CH]N1,2
[O]P([O])(=O)C[C]1C=CC=CN1,2
O=C([O-])c1ccc(OCOc2ccc(C(=O)[O-])cc2)cc1,2
[O]C1=C[CH]N(c2ccc(C(=O)[O-])c(C(=O)[O-])c2)C=C1,2
c1ccc(-c2ccncn2)nc1,2
CC1(NCC(=O)[O-])CC2C(CC1=NO)C2(C)C,2
O=C([O-])c1nc(C(=O)O)c(C(=O)[O-])nc1C(=O)O,2
O=C([O-])C1CC(C(=O)[O-])C(C(=O)O)CC1C(=O)[O-],2
O=C([O-])C1CC(C(=O)O)C(C(=O)[O-])CC1C(=O)O,2
O=C([O-])c1cc(Oc2ccc(C3=NN=N[N]3)cc2)cc(C(=O)[O-])c1,2
O=C([O-])c1cc(-c2ccc(C(=O)O)c(C(=O)[O-])c2)ccc1C(=O)O,2
O=C([O-])c1cc(OCc2ccc(C(=O)O)cc2)cc(C(=O)[O-])c1,2
O=C([O-])CN1N=N[N]C1=S,2
O=C([O-])c1cc(NC(=O)c2cc(C(=O)Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc(-c3cc(C(=O)Nc4cc(C(=O)[O-])cc(C(=O)[O-])c4)cc(C(=O)Nc4cc(C(=O)[O-])cc(C(=O)[O-])c4)c3)c2)cc(C(=O)[O-])c1,2
C(C1=NN=N[N]1)C1=NN=N[N]1,2
CCCCc1cn(Cc2ccncc2)nn1,2
O=C1C=C(C(=O)[O-])[CH]C(C(=O)[O-])=C1,2
[O]P(=O)(O)c1cncc(C(=O)[O-])c1,2
O=C([O-])c1c2ccccc2cc2ccccc12,2
[O]c1ccc([N+](=O)[O-])cc1,2
O=C([O-])c1cc2c(cc1C(=O)[O-])N[CH]N2,2
Cn1cncc1C(=O)[O-],2
[O]P([O])(=O)CCCP([O])([O])=O,2
c1ccc2c(Cn3ccnc3)c3ccccc3c(Cn3ccnc3)c2c1,2
O=C([O-])c1ccc(CSc2ccncc2)cc1,2
O=C([O-])c1cc(C(=O)O)cc(-c2cc(C(=O)[O-])cc(C(=O)O)c2)c1,2
CCOc1ncccc1C(=O)[O-],2
O=C([O-])CN(CC(=O)[O-])Cc1cc(C(=O)[O-])cc(C(=O)[O-])c1,2
c1ccc(-c2nnc(-c3ccncc3)o2)nc1,2
O=C(Nc1ccc(C#Cc2ccncc2)cc1)c1ccncc1,2
