node_smiles,count
[O][Mo](O[Cu]O[Mo]([O])([O])[O])([O])[O],1
Br[Cu]12[Cu]3[Cu]1[Cu]23(Br)(Br)Br,1
Cl[Co][OH]1[Co][OH]([Co]1)[Co]Cl,1
[OH2][K][OH2][K][OH2],1
[Zn][OH]([Zn]([OH2])[OH2])[Zn][OH]([Zn]([OH2])[OH2])[Zn],1
[OH2][U]1O[U](O1)[OH2],1
[OH2][Mn][OH2][Mn],1
[Rh],1
[O][U]O[Rb],1
[Ag]1[Ag]23[Ag]451[Ag]163[Ag]2[Ag]4[Ag]51[Ag]6,1
[OH2][Na]1[OH2][Na]2([OH2]1)([OH2])[OH2][Na]1([OH2]2)([OH2])[OH2][Na]([OH2]1)[OH2],1
I[Cu]12[S]3[Mo]452([S]1[Cu]4[S]5[Cu]3)[O],1
[Cu]1[S]2[Cu]3[Mo]4562[S]1[Cu]4([S]35)O[Mo]1234[Cu]5(O6)[S]1[Cu][S]3[Cu]4[S]25,1
[Bi]1O[Bi]O1,1
[Cu]O[Re]([O])([O])[O],1
Cl[Mo](Cl)(Cl)Cl,1
[Co][OH]([Co][OH]([Co])[Co])[Co],1
[OH2][Sr]([OH2])([OH2])([OH2])([OH2])[OH2],1
[OH2][Ba]([OH2])([OH2])([OH2])([OH2])[OH2],1
[OH2][Ni][OH]1[Ni][OH]([Ni]1)[Ni]([OH2])[OH2],1
[Bi]1O[Bi]2[O]1[Bi]1[O]2[Bi]O1,1
[Gd][Gd],1
[Tb][Tb],1
[OH2][Na]([OH2][Na]([OH2])([OH2])[OH2])[OH2],1
[O][U]([O]1[U]([O])([O])(Cl)[O]([U]1([O])([O])Cl)[U]([O])[O])[O],1
[Cu][Cu](Br)(Br)(Br)[Cu],1
[Cu]O[Mo]1([O])O[Mo]([O])([O])O[Mo]([O])([O])O[Mo](O[Mo](O[Mo](O1)([O])[O])([O])[O])([O])O[Cu],1
[Cd]S([Cd])([Cd])([Cd])([Cd])[Cd],1
[Ag][Ag]I,1
Br[Ag][Ag],1
[Rh][Bi],1
[OH2][Zn]F,1
Br[Cu][Cu]([Cu])[Cu],1
I[Cu][Cu]([Cu])[Cu],1
[OH2][Li]1[OH2][Li]([OH2]1)[OH2],1
[OH2][Li][OH2][Li]1[OH2][Li]([OH2]1)[OH2][Li][OH2],1
I[Bi],1
[OH2][Mg][OH2][Mg][OH2],1
[OH2][Ni]([OH]1[Ni]([OH2])[OH]([Ni]1[OH2])[Ni]([OH2])[OH2])[OH2],1
[Fe][OH2][Fe],1
[O][V]1O[V](O1)[O],1
[OH2][Zn][OH]([Zn]([OH]([Zn][OH2])[Zn])([OH2])[OH2])[Zn],1
[OH2][Zn][O]([Zn])([Zn])[Zn],1
[OH2][V](F)[OH2],1
Cl[Cd]1[OH2][Cd]([OH2]1)Cl,1
[OH2][Tm]1[OH2][Tm]([OH2]1)[OH2],1
[Np],1
[Cu]O[Cu]O[Cu],1
[OH2][Ca]([OH2][Ca]([OH2])([OH2])[OH2])([OH2])[OH2],1
[OH2][Mn](Cl)(Cl)[OH2],1
[Nd]1[Nd][OH]2[Nd][OH]1[Nd]2,1
[OH2][La]1([OH2])[OH2][La]([OH2]1)([OH2])[OH2],1
[Ag]12[Ag]3[Ag]1[Ag]1[Ag]4[Ag]([Ag]23)[Ag]14,1
Cl[Mn](Cl)Cl,1
[Cu][Cu](I)(I)(I)[Cu],1
[Cu][Cu](Br)(Br)[Cu],1
F[Co]F,1
[OH2][Zn][OH][Zn],1
[OH2][Lu]([OH2])([OH2])[OH2],1
[Zn][OH]1[Gd]([OH2])[OH]([Gd]1[OH2])[Zn],1
[Zn][OH]1[Dy]([OH2])[OH]([Dy]1[OH2])[Zn],1
[Zn][OH]1[Nd]([OH2])([OH2])[OH]([Nd]1([OH2])[OH2])[Zn],1
[OH2][Ag]([Ag])([Ag])[OH2],1
[OH2][Cs][OH2][Ca][OH2][Cs][OH2],1
[Au][Ag][Ag][Au],1
[Ga]Br,1
[O][U]1([O])[OH][U]2([OH]1[U]1([OH]2[U]([OH]1)([O])[O])([OH2])([O])[O])([OH2])([O])[O],1
[Re][OH][Re],1
[O][V]12O[Ni]3O[V]4(O[V](O2)([O])O[Ni]2O[V](O1)([O])O[V](O3)([O])O[V](O4)(O2)[O])[O],1
I[Au][Au]I,1
[K][OH2][Tb],1
[OH2][Ag][Ag][Ag],1
[Pr][OH2][Pr]([OH2])[OH2],1
[Zn][OH]([Zn]([OH2])([OH2])[OH2])[Zn],1
[O][V]O[Zn],1
[Tb]1[OH2][Tb][OH2]1,1
Cl[Cu][Cu],1
Cl[Cu]1[Cu][Cu]1(Cl)Cl,1
[OH2][Cd][O]([Cd])[Cd],1
S1[W]234[Cu]51[S]3[Cu]45S2,1
[OH2][Ba]([OH2][Ba]([OH2])[OH2])[OH2],1
[OH2][Ca]1[OH2][Ca]([OH2]1)[OH2],1
[OH2][Ce],1
[O][U]O[Cs]1[OH2][Cs]([OH2]1)O[U][O],1
[O][U]O[Rb]1[OH2][Rb]([OH2]1)O[U][O],1
[Al]1[OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH]1,1
[Cd][OH2][Cd]([OH2])[OH2],1
[OH2][Pr]1[OH2][Pr]([OH2]1)[OH2],1
[Co]1[O]2[Co]3O[Co]4[O]1[Co]1O[Co]2[O]3[Co][O]41,1
[Cu]O[V]1([O])O[V]([O])(O[Cu])O[V](O[V](O1)([O])O[Cu])([O])O[Cu],1
[Cu]1[Cu][Cu]2[Cu]1[Cu][Cu]2,1
Br[Cu][Cu]([Cu][Cu][Cu][Cu][Cu]([Cu]Br)Br)Br,1
[MnH],1
[Zn]1O[Zn]O[Zn]O[Zn]O1,1
[W]1[Ag][W][Ag]1,1
Br[Cu][Cu]([Cu]([Cu]Br)Br)Br,1
[S]12[Cu]345[Cu]671[W]1823[S]4[Cu]561[S]78,1
[OH2][Zn]1([OH2])[OH2][Zn]([OH2]1)([OH2])[OH2],1
[OH2][Co]1([OH2])[OH2][Co]([OH2]1)([OH2])[OH2],1
[OH2][Zn]Br,1
[O][Cr](O[Cd]O[Cr]([O])[O])[O],1
[Cu]O[Cr](O[Cr]([O])([O])[O])([O])[O],1
F[Co],1
[Li][O]1[Sn][O]([Sn]1)[Li],1
[Cd][O]([Cd][O]([Cd])[Cd])[Cd],1
[OH2][Ag]1[Ag][Ag]1[OH2][Ag],1
[OH2][Tm]([OH2])([OH2])[OH2],1
Cl[Cu][OH][Cu][OH][Cu]Cl,1
Br[Cu][OH][Cu][OH][Cu]Br,1
Cl[Ho],1
Cl[Y],1
[Li][OH2][Li]1[OH2][Li]([OH2]1)[OH2][Li],1
Cl[Cu][O]([Cu]Cl)[Cu]Cl,1
I[Cu]12[S]3[W]452([S]1[Cu]4[S]5[Cu]3)[O],1
[Mn][OH2][Mn]([OH2])[OH2],1
[Cu][OH]([Cu])[Cu],1
[OH2][Ca][OH2][Ca][OH2],1
[Co][OH2][Co]([OH2])[OH2],1
[OH2][Er][Er][OH2],1
[OH2][Ho][Ho][OH2],1
[OH2][Tm][Tm][OH2],1
Cl[Cu][Cu]([Cu]([Cu]Cl)Cl)Cl,1
[Ag]1[Ag][Ag]2[Ag]3[Ag]1[Ag]23,1
[Cd][OH]1[Cd]([OH2])([OH2])[OH]([Cd]1([OH2])[OH2])[Cd],1
[Co][OH]1[Co]([OH2])([OH2])[OH]([Co]1([OH2])[OH2])[Co],1
[Zn][OH][Zn][Zn][OH][Zn],1
I[Cu][Cu][Cu]([Cu]([Cu][Cu]I)(I)I)(I)I,1
[Ag]1[Ag][OH2]1,1
[V]O[V],1
[Co]12[OH]3[Co]4[OH]2[Co]2[OH]4[Co]4[OH]5[Co]3[OH]1[Co]5[OH]24,1
[OH2][Y][OH]1[Y]([OH2])[OH]2[Y]1[OH]1[Y]2[OH]([Y]1[OH2])[Y][OH2],1
[O][U]([O]1[U]([O])([O])[O]([U]1([O])[O])[U]([O])([O])[OH2])([O])[OH2],1
[Pb][O]1([Pb])[Pb][O]([Pb]1)([Pb])[Pb],1
[Ag]1[Ag]2[Ag]1[Ag]1[Ag][Ag]1[Ag]1[Ag]([Ag]3[Ag]2[Ag]3)[Ag]1,1
[OH2][Ag][OH2],1
O[Fe]O,1
[Na][OH2][Mg],1
[V]1[OH][V][OH]1,1
[Sr][OH2][Sr][OH2][Sr],1
[OH2][Cu][OH]([Cu])[Cu],1
[OH2][Li]1[OH2][Li][OH2][Li]([OH2][Li][OH2]1)[OH2],1
[OH2][Ni]1[OH2][Ni]2[OH]1[Ni]1[OH]2[Ni]([OH2]1)[OH2],1
[OH2][Zn]O[Mo]123([O])O[Mo]456([O]783[Mo]3(O1)([O]5[Mo]15([O]9%106[Mo]68([O]31)([O]1[Mo]7(O2)([O]4[Mo]91([O])([O])O[Mo]%10(O6)(O5)([O])O[Zn][OH2])([O])[O])[O])([O])[O])([O])[O])[O],1
Br[Cu]1[S]2[Cu]3[W]4562[S]1[Cu]4[S]6[Cu]([S]35)Br,1
Cl[Cu]1[S]2[Cu]3[W]4562[S]1[Cu]4[S]6[Cu]([S]35)Cl,1
[Sm]1[OH][Sm][OH]1,1
[Tb]1[OH][Tb][OH]1,1
[OH2][Th]([OH2])[OH2],1
[OH2][Co][OH]([Co][OH]([Co][OH2])[Co])[Co],1
[Li]1[OH2][Cs][OH2]1,1
I[Pt]I,1
[Zn][O]([Zn][O]([Zn])[Zn])[Zn],1
[OH2][Cu]Br,1
[OH2][Pu],1
[O][U]O[Cu]([OH2])([OH2])[OH2],1
Br[Pb],1
O[Fe][O]([Fe]O)[Fe]O,1
[OH2][Cu](Cl)Cl,1
[OH2][Cd](Br)Br,1
F[Fe]F,1
[Cu]O[Mo]12([O])O[Mo]([O]1[Mo]1([O]2[Mo](O1)([OH2])([O])[O])([O])O[Cu])([OH2])([O])[O],1
[OH2][Sr][OH2][Sr][OH2],1
[Bi][O]1[Bi][O]([Bi]1)[Bi],1
F[V](F)F,1
[Cu]1[OH][Cu][OH]1,1
[N][Fe][Fe][N],1
[OH2][Bi]([OH2])[OH2],1
[OH2][Cs][OH3],1
[O][Mo]1([O])O[Cu]O[Mo](O[Cu]O1)([O])[O],1
[O][Mo]1([O])O[Zn]O[Mo](O[Zn]O1)([O])[O],1
[OH2][Zn]12[OH][Zn][OH]3[Zn][OH][Zn][OH][Zn]3([OH][Zn][OH]2[Zn][OH][Zn][OH]1)[OH2],1
I[Cu]1[Cu][Cu]23([Cu]41(I)(I)[Cu]2[Cu]34I)(I)I,1
Cl[Zn][OH][Zn]Cl,1
I[Ag]([Ag](I)I)I,1
O[Zr]123(O)[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)(O)O)(O)O)(O)O,1
S1[Cu]2[W]341(S2)S[Cu]4S3,1
[OH2][Na]([OH2])[OH2],1
[Cu]1[Cu][Cu]1,1
[OH2][Cd][OH2][Cd][OH2],1
Cl[Ce]Cl,1
[Cd][OH2][Na]([OH2])[OH2],1
[Rb][OH2]1[Rb][OH2][Rb]1,1
[Na]O[Mo]12O[Mo]2(O1)[O],1
Cl[Pt]Cl,1
I[Ag]([Ag][Ag][Ag](I)I)I,1
[OH2][Cu][OH][Cu]([OH2])[OH2],1
[Cd]1[OH][Cd][OH]1,1
[OH2][Cu]([OH][Cu]([OH2])[OH2])[OH2],1
[Te]1[Fe][Fe]1,1
[Na]1[OH2][Na]2([OH2]1)[OH2][Na][OH2]2,1
[Pt]1[Ag][Pt][Ag]1,1
[OH2][Cs]([OH2])[OH2],1
[OH2][Ni][OH2][Ni][OH2][Ni][OH2],1
[OH2][Mn][OH2][Mn][OH2][Mn][OH2],1
[Zn][OH]1[Zn][OH]2[Zn]1[OH]1[Zn]2[OH]([Zn]1)[Zn],1
[Cu]12[S]3[Mo]4562[S]1[Cu]5[S]6[Cu]34,1
[Cu][OH2][Cu],1
[Cu]O[Mo]123([O])O[Mo]45([O]2[Mo]2([O]6[Mo]7(O1)([O]3[Mo]1([O]5[Mo]3(O4)([O]2[Mo]2([O]1[Mo]6(O7)([O])([O])O2)(O3)([O])O[Cu])([O])O[Cu])[O])([O])O[Cu])[O])([O])[O],1
[Pd]1[Pd]2[Pd]1[Pd]2,1
[OH2][Zn]O[Zn],1
Cl[Er]Cl,1
Cl[Yb]Cl,1
Cl[Lu](Cl)(Cl)Cl,1
Cl[Lu]Cl,1
Cl[Gd]Cl,1
Cl[Tb]Cl,1
Cl[Dy]Cl,1
Cl[Ho]Cl,1
Cl[Cu]1(Cl)[Cu][Cu]1,1
[Tb]12[OH]3[Tb]4[OH]2[Tb]2[OH]1[Tb]3[OH]42,1
[Cu][Cu][Cu][Cu],1
[OH2][Rb]1[OH2][Rb]([OH2]1)[OH2],1
[O][Re],1
[Au]1[Au][Se]1,1
Br[Cd](Br)(Br)Br,1
[OH2][Ag]([Ag][Ag][Ag]([Ag])[OH2])[Ag],1
O[La],1
[Ba][OH2][Ba]1[OH2][Ba]([OH2]1)[OH2][Ba],1
[In][OH][In],1
[OH2][Fe](Cl)(Cl)[OH2],1
[Cu]O[Mo](O[Cu])([O])[O],1
[Cu][Cu](I)(I)[Cu],1
[Pr][Pr],1
[Sm][Sm],1
Br[Sn]Br,1
Cl[Re]([Re](Cl)Cl)Cl,1
[Ag]1[Ag][Ag]1[Ag]1[Ag][Ag]1,1
[OH2][Lu]([OH2])([OH2])([OH2])[OH2],1
[Ag]O[Mo](F)(F)(F)(F)[O],1
[Ag]O[Mo](F)(F)(F)[O],1
O1O[Ti]1O[Ti]1OO1,1
[OH2][Ba]1([OH2])([OH2])[OH2][Ba]([OH2]1)([OH2])([OH2])[OH2],1
[O][Np][O],1
[Ag]1[Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag]1,1
F[Nb](O[Cu]O[Nb](F)(F)(F)(F)F)(F)(F)(F)F,1
F[Ni]F,1
[OH2][Al][O]([Al])[Al],1
[Ni]O[Nb](O[Ni])(F)(F)(F)F,1
[OH2][Ag]([Ag])[OH2],1
OO[Fe],1
[Dy][Dy],1
[Co][O]([Co][O]([Co])[Co])[Co],1
[Zn][OH]1[Co][OH]([Co]1)[Zn],1
[Ni]O[Ni]O[Ni],1
Cl[La],1
[OH2][Co][OH]([Co]([OH2])[OH2])[Co][OH]([Co]([OH2])[OH2])[Co][OH2],1
[Ag]12[Ag]3[Ag]4[Ag]2[Ag]2[Ag]1[Ag]3[Ag]42,1
Cl[La](Cl)Cl,1
[In][O]([In])[In],1
Cl[Rh]Cl,1
[Cu][Cu]O[Cu]O[Cu][Cu],1
O[Zn]O,1
[Er][Er],1
[OH2][Ce]([OH2])[OH2],1
O[Mn],1
O[Mn]O,1
O[Tb],1
I[Cu]1(I)[Cu][Cu]1(I)I,1
I[Cu]1[Cu]([Cu]1(I)I)I,1
[OH2][Nd][OH][Nd],1
O[Ce]([OH2])([OH2])[OH2],1
[OH2][Co]12[Co][OH]1[Co]1([OH]2[Co]1)[OH2],1
[Cu]1[S]2[Cu][S]3[Mo]4562[S]1[Cu]4[S]5[Cu]36,1
[Co][OH]1[Co][OH]2[Co]1[OH]1[Co]2[OH]([Co]1)[Co],1
[Y][Y],1
O1[Cu][O]2([Cu]1)[Cu]O[Cu]2,1
[Zn][O]1[Zn][O]([Zn]1)[Zn],1
[Ni][O]([Ni])([Ni])[Ni],1
O[Pr]O,1
[Co][O]1[Co][O]([Co]1)[Co],1
[Ni][OH2][Ni]([OH2])([OH2])[OH2],1
[Cu][W][Cu],1
[OH2][Mg][OH]([Mg][OH]([Mg][OH2])[Mg][OH2])[Mg][OH2],1
[OH2][Zn][OH]([Zn])[Zn],1
Cl[In],1
[Cr][O]([Cr])[Cr],1
[OH2][Ni][OH2][Ni],1
[OH2][Sr]1[OH2][Sr][OH2]1,1
O[Hf]123([OH2])[OH]4[Hf]56([O]3[Hf]37([OH]2[Hf]28([O]1[Hf]14([O]6[Hf]([OH]53)([OH]21)([O]78)([OH])O)([OH2])([OH])O)[OH2])([OH2])(O)O)[OH2],1
O[Zr]123([OH2])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)([OH])O)([OH2])([OH])O)[OH2])([OH2])(O)O)[OH2],1
O[Hf]123([OH])[OH]4[Hf]56([O]3[Hf]37([OH]2[Hf]28([O]1[Hf]14([O]6[Hf]([OH]53)([OH]21)([O]78)(O)O)([OH2])([OH2])O)[OH2])([OH])([OH2])O)[OH2],1
O[Hf]123([OH2])[O]4[Hf]56([OH]2[Hf]27([O]3[Hf]38([OH]1[Hf]4([OH]5)([OH2])([OH])(O)[O]3[Hf]([O]62)([OH]78)([OH])O)[OH2])([OH2])(O)O)[OH2],1
O[Zr]123([OH2])[O]4[Zr]56([OH]2[Zr]27([O]3[Zr]38([OH]1[Zr]4([OH]5)([OH])([OH2])(O)[O]3[Zr]([O]62)([OH]78)([OH])O)[OH2])([OH2])(O)O)[OH2],1
O[Zr]123([OH])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)(O)O)([OH2])([OH2])O)[OH2])([OH2])([OH])O)[OH2],1
O[Zr]123([OH])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)([OH])O)([OH])([OH])[OH])[OH2])([OH2])([OH2])O)[OH],1
O[Hf]123([OH2])[OH]4[Hf]56([O]3[Hf]37([OH]2[Hf]28([O]1[Hf]14([O]6[Hf]([OH]53)([OH]21)([O]78)([OH])O)([OH2])([OH2])O)O)([OH2])([OH])O)[OH2],1
O[Zr]123([OH2])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)([OH])O)([OH2])([OH2])O)O)([OH])([OH2])O)[OH2],1
O[Hf]123([OH])[OH]4[Hf]56([O]3[Hf]37([OH]2[Hf]28([O]1[Hf]14([O]6[Hf]([OH]53)([OH]21)([O]78)([OH2])O)([OH])([OH2])O)[OH2])([OH2])(O)O)[OH2],1
[Hf],1
O[Hf]123([OH2])[OH]4[Hf]56([O]3[Hf]37([OH]2[Hf]28([O]1[Hf]14([O]6[Hf]([OH]53)([OH]21)([O]78)([OH2])[OH])([OH])([OH2])O)O)([OH2])([OH2])O)O,1
O[Zr]123([OH])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)(O)O)([OH])([OH2])O)[OH2])([OH2])([OH2])O)[OH2],1
O[Zr]123([OH])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)(O)O)([OH2])([OH])O)[OH2])([OH2])([OH2])O)[OH2],1
O[Zr]123([OH])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)([OH2])O)([OH])([OH2])O)[OH2])([OH2])(O)O)[OH2],1
O[Zr]123([OH2])[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)([OH])[OH2])([OH2])([OH])O)O)([OH2])([OH2])O)O,1
